age,gender,residing_country,education_level,employment_status,relationship_status,cohabiting_adults_no,cohabiting_kids_no,perceived_stress_level,happiness_score
51.0,Male,Japan,Some University or equivalent,Unemployed,Single,1.0,0.0,low,5.940499782562256
51.0,Male,Japan,University degree,Employed,Cohabitating,1.0,0.0,low,5.940499782562256
50.0,Male,Japan,less than 12 years of school,Employed,Married,2.0,1.0,low,5.940499782562256
29.0,Male,Japan,University degree,Unemployed,Single,4.0,0.0,low,5.940499782562256
54.0,Female,Japan,Up to 12 years of school,Unemployed,Separated / divorced,2.0,0.0,high,5.940499782562256
58.0,Female,Japan,University degree,Unemployed,Married,3.0,0.0,low,5.940499782562256
45.0,Female,Japan,University degree,Unemployed,Married,1.0,2.0,low,5.940499782562256
31.0,Female,Japan,Some University or equivalent,Employed,Married,1.0,1.0,low,5.940499782562256
35.0,Male,Japan,Some University or equivalent,Employed,Single,1.0,0.0,low,5.940499782562256
39.0,Female,Japan,University degree,Employed,Single,2.0,0.0,low,5.940499782562256
36.0,Female,Japan,Up to 12 years of school,Unemployed,Single,3.0,0.0,high,5.940499782562256
51.0,Male,Japan,University degree,Employed,Single,3.0,0.0,high,5.940499782562256
47.0,Female,Japan,Some University or equivalent,Employed,Married,1.0,2.0,low,5.940499782562256
51.0,Male,Japan,Up to 12 years of school,Employed,Single,2.0,0.0,low,5.940499782562256
46.0,Male,Japan,University degree,Employed,Single,0.0,0.0,low,5.940499782562256
36.0,Female,Japan,Up to 12 years of school,Employed,Single,4.0,1.0,low,5.940499782562256
35.0,Female,Japan,Up to 12 years of school,Unemployed,Married,1.0,1.0,low,5.940499782562256
64.0,Male,Japan,University degree,Employed,Married,0.0,0.0,low,5.940499782562256
49.0,Female,Japan,University degree,Employed,Married,1.0,0.0,low,5.940499782562256
21.0,Female,Japan,Some University or equivalent,Others,Single,1.0,0.0,low,5.940499782562256
52.0,Male,Japan,Some University or equivalent,Employed,Single,0.0,0.0,low,5.940499782562256
53.0,Male,Japan,University degree,Employed,Married,1.0,1.0,high,5.940499782562256
45.0,Male,Japan,Up to 12 years of school,Employed,Married,1.0,3.0,low,5.940499782562256
41.0,Female,Japan,University degree,Employed,Married,1.0,0.0,low,5.940499782562256
29.0,Male,Japan,Some University or equivalent,Employed,Married,1.0,0.0,low,5.940499782562256
47.0,Male,Japan,University degree,Employed,Single,0.0,0.0,low,5.940499782562256
44.0,Male,Japan,Up to 12 years of school,Unemployed,Single,4.0,0.0,high,5.940499782562256
34.0,Female,Japan,Up to 12 years of school,Employed,Single,0.0,0.0,low,5.940499782562256
50.0,Male,Japan,University degree,Employed,Married,2.0,1.0,low,5.940499782562256
45.0,Female,Japan,Some University or equivalent,Employed,Single,0.0,0.0,low,5.940499782562256
45.0,Female,Japan,Up to 12 years of school,Employed,Married,1.0,2.0,low,5.940499782562256
40.0,Male,Japan,less than 12 years of school,Employed,Single,2.0,0.0,low,5.940499782562256
52.0,Male,Japan,less than 12 years of school,Employed,Single,0.0,0.0,low,5.940499782562256
47.0,Female,Japan,Some University or equivalent,Unemployed,Married,1.0,0.0,low,5.940499782562256
87.0,Male,Japan,Up to 12 years of school,Others,Married,0.0,0.0,low,5.940499782562256
35.0,Female,Japan,University degree,Employed,Married,1.0,1.0,high,5.940499782562256
40.0,Female,Japan,Up to 12 years of school,Employed,Other or would not say,4.0,0.0,low,5.940499782562256
51.0,Female,Japan,less than 12 years of school,Employed,Separated / divorced,0.0,0.0,low,5.940499782562256
44.0,Male,Japan,Up to 12 years of school,Unemployed,Married,2.0,2.0,high,5.940499782562256
42.0,Female,Japan,Up to 12 years of school,Unemployed,Married,0.0,2.0,high,5.940499782562256
38.0,Female,Japan,University degree,Employed,Dating,1.0,0.0,high,5.940499782562256
36.0,Female,Japan,Up to 12 years of school,Employed,Married,2.0,4.0,high,5.940499782562256
34.0,Male,Japan,Up to 12 years of school,Employed,Single,2.0,0.0,low,5.940499782562256
44.0,Female,Japan,University degree,Employed,Separated / divorced,2.0,2.0,low,5.940499782562256
53.0,Male,Japan,Up to 12 years of school,Employed,Single,0.0,0.0,low,5.940499782562256
43.0,Male,Japan,University degree,Unemployed,Dating,0.0,0.0,low,5.940499782562256
52.0,Female,Japan,Up to 12 years of school,Employed,Married,1.0,0.0,high,5.940499782562256
59.0,Male,Japan,Up to 12 years of school,Employed,Single,1.0,0.0,low,5.940499782562256
34.0,Female,Japan,University degree,Employed,Married,1.0,1.0,low,5.940499782562256
46.0,Female,Japan,Some University or equivalent,Employed,Married,2.0,1.0,high,5.940499782562256
40.0,Female,Japan,Up to 12 years of school,Unemployed,Married,1.0,1.0,high,5.940499782562256
49.0,Female,Japan,University degree,Unemployed,Single,1.0,0.0,low,5.940499782562256
43.0,Male,Japan,University degree,Employed,Married,1.0,2.0,low,5.940499782562256
29.0,Female,Japan,Up to 12 years of school,Employed,Single,1.0,0.0,low,5.940499782562256
38.0,Male,Japan,Some University or equivalent,Employed,Married,1.0,0.0,high,5.940499782562256
39.0,Female,Japan,University degree,Employed,Dating,0.0,0.0,low,5.940499782562256
40.0,Male,Japan,University degree,Employed,Married,1.0,1.0,low,5.940499782562256
30.0,Male,Japan,University degree,Employed,Single,3.0,0.0,low,5.940499782562256
36.0,Male,Japan,University degree,Employed,Single,0.0,0.0,high,5.940499782562256
36.0,Female,Japan,Some University or equivalent,Employed,Single,0.0,0.0,low,5.940499782562256
42.0,Male,Japan,less than 12 years of school,Employed,Single,5.0,0.0,low,5.940499782562256
45.0,Male,Japan,University degree,Employed,Married,1.0,2.0,low,5.940499782562256
45.0,Female,Japan,Some University or equivalent,Employed,Married,1.0,2.0,low,5.940499782562256
45.0,Male,Japan,less than 12 years of school,Employed,Single,1.0,0.0,low,5.940499782562256
44.0,Female,Japan,University degree,Employed,Married,2.0,0.0,low,5.940499782562256
37.0,Male,Japan,Some University or equivalent,Employed,Single,1.0,0.0,low,5.940499782562256
37.0,Female,Japan,University degree,Employed,Single,0.0,0.0,high,5.940499782562256
62.0,Male,Japan,Some University or equivalent,Employed,Married,2.0,0.0,low,5.940499782562256
70.0,Male,Japan,Up to 12 years of school,Others,Married,1.0,0.0,low,5.940499782562256
40.0,Male,Japan,Up to 12 years of school,Employed,Married,0.0,0.0,high,5.940499782562256
40.0,Female,Japan,Up to 12 years of school,Employed,Other or would not say,1.0,0.0,high,5.940499782562256
39.0,Female,Japan,Some University or equivalent,Employed,Other or would not say,0.0,0.0,high,5.940499782562256
51.0,Female,Japan,Some University or equivalent,Employed,Married,2.0,0.0,high,5.940499782562256
54.0,Male,Japan,Up to 12 years of school,Employed,Dating,0.0,0.0,low,5.940499782562256
44.0,Female,Japan,Some University or equivalent,Employed,Married,1.0,3.0,low,5.940499782562256
44.0,Male,Japan,Up to 12 years of school,Employed,Single,0.0,0.0,low,5.940499782562256
26.0,Male,Japan,University degree,Employed,Single,0.0,0.0,low,5.940499782562256
67.0,Female,Japan,less than 12 years of school,Unemployed,Married,1.0,0.0,low,5.940499782562256
39.0,Male,Japan,Up to 12 years of school,Employed,Married,1.0,1.0,low,5.940499782562256
35.0,Female,Japan,Some University or equivalent,Employed,Married,1.0,0.0,high,5.940499782562256
33.0,Female,Japan,University degree,Employed,Single,2.0,0.0,low,5.940499782562256
53.0,Male,Japan,Up to 12 years of school,Employed,Married,3.0,1.0,low,5.940499782562256
45.0,Male,Japan,Some University or equivalent,Employed,Other or would not say,1.0,0.0,low,5.940499782562256
45.0,Female,Japan,University degree,Employed,Single,1.0,0.0,low,5.940499782562256
35.0,Female,Japan,University degree,Employed,Married,0.0,0.0,high,5.940499782562256
42.0,Male,Japan,less than 12 years of school,Employed,Single,0.0,0.0,high,5.940499782562256
26.0,Female,Japan,University degree,Employed,Married,1.0,0.0,low,5.940499782562256
52.0,Female,Japan,Up to 12 years of school,Employed,Other or would not say,1.0,0.0,low,5.940499782562256
40.0,Male,Japan,Some University or equivalent,Employed,Married,2.0,0.0,low,5.940499782562256
40.0,Female,Japan,University degree,Employed,Single,0.0,0.0,low,5.940499782562256
66.0,Male,Japan,Some University or equivalent,Others,Married,1.0,0.0,low,5.940499782562256
24.0,Male,Japan,less than 12 years of school,Employed,Single,0.0,0.0,high,5.940499782562256
45.0,Female,Japan,Up to 12 years of school,Unemployed,Single,2.0,0.0,high,5.940499782562256
64.0,Male,Japan,University degree,Employed,Married,1.0,0.0,low,5.940499782562256
39.0,Male,Japan,University degree,Employed,Single,2.0,0.0,low,5.940499782562256
39.0,Female,Japan,Up to 12 years of school,Employed,Married,1.0,0.0,low,5.940499782562256
45.0,Female,Japan,Up to 12 years of school,Unemployed,Married,2.0,1.0,low,5.940499782562256
46.0,Male,Japan,University degree,Employed,Single,0.0,0.0,low,5.940499782562256
51.0,Male,Japan,University degree,Employed,Married,3.0,1.0,low,5.940499782562256
27.0,Female,Japan,Up to 12 years of school,Employed,Single,3.0,0.0,low,5.940499782562256
35.0,Male,Japan,University degree,Employed,Single,0.0,0.0,high,5.940499782562256
33.0,Female,Japan,less than 12 years of school,Unemployed,Single,1.0,0.0,high,5.940499782562256
48.0,Male,Japan,Up to 12 years of school,Employed,Single,0.0,0.0,high,5.940499782562256
50.0,Female,Japan,less than 12 years of school,Employed,Single,5.0,0.0,low,5.940499782562256
52.0,Female,Japan,Some University or equivalent,Unemployed,Married,0.0,0.0,low,5.940499782562256
34.0,Female,Japan,Up to 12 years of school,Unemployed,Single,3.0,0.0,high,5.940499782562256
68.0,Male,Japan,Up to 12 years of school,Others,Married,0.0,0.0,low,5.940499782562256
36.0,Male,Japan,less than 12 years of school,Employed,Married,1.0,0.0,low,5.940499782562256
42.0,Female,Japan,Some University or equivalent,Employed,Other or would not say,0.0,0.0,high,5.940499782562256
35.0,Female,Japan,University degree,Employed,Married,1.0,2.0,low,5.940499782562256
34.0,Female,Japan,Up to 12 years of school,Unemployed,Married,1.0,1.0,low,5.940499782562256
49.0,Female,Japan,less than 12 years of school,Employed,Dating,1.0,0.0,low,5.940499782562256
44.0,Male,Japan,Up to 12 years of school,Employed,Dating,1.0,0.0,low,5.940499782562256
47.0,Female,Japan,University degree,Employed,Married,3.0,1.0,high,5.940499782562256
35.0,Female,Japan,University degree,Employed,Single,0.0,0.0,low,5.940499782562256
65.0,Female,Japan,Some University or equivalent,Employed,Married,3.0,0.0,low,5.940499782562256
26.0,Female,Japan,Some University or equivalent,Employed,Single,3.0,0.0,high,5.940499782562256
47.0,Female,Japan,University degree,Employed,Married,1.0,0.0,low,5.940499782562256
31.0,Male,Japan,Up to 12 years of school,Employed,Single,0.0,0.0,high,5.940499782562256
38.0,Male,Japan,University degree,Employed,Cohabitating,1.0,0.0,low,5.940499782562256
70.0,Female,Japan,University degree,Unemployed,Married,3.0,0.0,low,5.940499782562256
45.0,Female,Japan,Up to 12 years of school,Employed,Separated / divorced,0.0,0.0,low,5.940499782562256
46.0,Male,Japan,Some University or equivalent,Employed,Single,0.0,0.0,low,5.940499782562256
45.0,Female,Japan,Up to 12 years of school,Employed,Single,0.0,0.0,high,5.940499782562256
46.0,Female,Japan,Up to 12 years of school,Employed,Single,2.0,0.0,low,5.940499782562256
37.0,Female,Japan,University degree,Employed,Married,1.0,2.0,low,5.940499782562256
42.0,Male,Japan,Up to 12 years of school,Employed,Married,3.0,2.0,high,5.940499782562256
56.0,Male,Japan,Some University or equivalent,Employed,Married,1.0,0.0,low,5.940499782562256
55.0,Male,Japan,Some University or equivalent,Employed,Married,3.0,1.0,low,5.940499782562256
38.0,Male,Japan,Some University or equivalent,Employed,Single,0.0,0.0,low,5.940499782562256
55.0,Male,Japan,Up to 12 years of school,Employed,Married,1.0,0.0,low,5.940499782562256
28.0,Male,Japan,Some University or equivalent,Employed,Single,0.0,0.0,high,5.940499782562256
29.0,Female,Japan,Up to 12 years of school,Employed,Cohabitating,1.0,0.0,high,5.940499782562256
47.0,Male,Japan,Some University or equivalent,Employed,Married,2.0,3.0,low,5.940499782562256
38.0,Female,Japan,Some University or equivalent,Employed,Other or would not say,3.0,0.0,low,5.940499782562256
42.0,Female,Japan,Some University or equivalent,Employed,Married,2.0,2.0,low,5.940499782562256
51.0,Male,Japan,University degree,Employed,Single,0.0,0.0,low,5.940499782562256
37.0,Male,Japan,Up to 12 years of school,Employed,Married,1.0,2.0,low,5.940499782562256
36.0,Male,Japan,Up to 12 years of school,Employed,Single,4.0,0.0,high,5.940499782562256
48.0,Female,Japan,Up to 12 years of school,Unemployed,Single,3.0,0.0,high,5.940499782562256
50.0,Female,Japan,Up to 12 years of school,Employed,Married,2.0,0.0,low,5.940499782562256
31.0,Female,Japan,University degree,Unemployed,Married,1.0,1.0,low,5.940499782562256
46.0,Male,Japan,University degree,Unemployed,Single,2.0,0.0,low,5.940499782562256
67.0,Male,Japan,less than 12 years of school,Employed,Married,1.0,0.0,low,5.940499782562256
45.0,Male,Japan,University degree,Employed,Married,1.0,2.0,high,5.940499782562256
49.0,Male,Japan,Up to 12 years of school,Employed,Single,0.0,0.0,low,5.940499782562256
53.0,Male,Japan,Up to 12 years of school,Employed,Married,0.0,0.0,high,5.940499782562256
42.0,Male,Japan,Up to 12 years of school,Employed,Single,0.0,0.0,low,5.940499782562256
49.0,Female,Japan,less than 12 years of school,Employed,Married,1.0,2.0,low,5.940499782562256
66.0,Female,Japan,Some University or equivalent,Unemployed,Separated / divorced,0.0,0.0,low,5.940499782562256
39.0,Male,Japan,University degree,Employed,Married,1.0,1.0,high,5.940499782562256
18.0,Female,Ukraine,Up to 12 years of school,Others,Single,0.0,0.0,high,4.874800205230713
37.0,Female,Japan,less than 12 years of school,Unemployed,Married,0.0,0.0,low,5.940499782562256
45.0,Female,Japan,Some University or equivalent,Employed,Married,1.0,2.0,low,5.940499782562256
47.0,Female,Japan,Some University or equivalent,Unemployed,Married,1.0,2.0,high,5.940499782562256
48.0,Male,Japan,Up to 12 years of school,Employed,Single,0.0,0.0,high,5.940499782562256
34.0,Female,Japan,University degree,Employed,Single,0.0,0.0,high,5.940499782562256
22.0,Male,Japan,less than 12 years of school,Employed,Single,0.0,0.0,low,5.940499782562256
54.0,Male,Japan,University degree,Employed,Married,3.0,1.0,high,5.940499782562256
37.0,Male,Japan,University degree,Employed,Married,2.0,1.0,low,5.940499782562256
52.0,Male,Japan,Some University or equivalent,Employed,Single,2.0,0.0,low,5.940499782562256
50.0,Male,Japan,University degree,Employed,Married,1.0,0.0,low,5.940499782562256
47.0,Female,Japan,University degree,Employed,Cohabitating,2.0,0.0,low,5.940499782562256
46.0,Male,Japan,University degree,Employed,Married,1.0,2.0,low,5.940499782562256
54.0,Female,Japan,Up to 12 years of school,Employed,Single,4.0,0.0,low,5.940499782562256
41.0,Female,Japan,University degree,Employed,Married,1.0,2.0,low,5.940499782562256
35.0,Female,Japan,Up to 12 years of school,Unemployed,Married,1.0,0.0,low,5.940499782562256
33.0,Female,Japan,Up to 12 years of school,Employed,Married,1.0,2.0,low,5.940499782562256
64.0,Female,Japan,Some University or equivalent,Unemployed,Single,2.0,0.0,low,5.940499782562256
33.0,Female,Japan,less than 12 years of school,Employed,Single,2.0,0.0,high,5.940499782562256
37.0,Male,Japan,Some University or equivalent,Employed,Single,0.0,0.0,low,5.940499782562256
32.0,Female,Japan,Some University or equivalent,Employed,Single,4.0,0.0,high,5.940499782562256
39.0,Male,Japan,Up to 12 years of school,Employed,Married,1.0,2.0,low,5.940499782562256
52.0,Female,Japan,Some University or equivalent,Employed,Separated / divorced,1.0,0.0,high,5.940499782562256
24.0,Male,Japan,Up to 12 years of school,Employed,Dating,0.0,0.0,low,5.940499782562256
49.0,Female,Japan,Some University or equivalent,Employed,Married,3.0,2.0,low,5.940499782562256
34.0,Female,Japan,University degree,Employed,Single,2.0,0.0,low,5.940499782562256
40.0,Male,Japan,Up to 12 years of school,Unemployed,Single,4.0,0.0,low,5.940499782562256
56.0,Female,Japan,University degree,Employed,Single,0.0,0.0,high,5.940499782562256
56.0,Male,Japan,Some University or equivalent,Employed,Married,1.0,0.0,low,5.940499782562256
47.0,Female,Japan,University degree,Employed,Married,1.0,2.0,low,5.940499782562256
34.0,Female,Japan,Up to 12 years of school,Unemployed,Married,0.0,0.0,high,5.940499782562256
28.0,Female,Japan,Up to 12 years of school,Others,Married,1.0,2.0,high,5.940499782562256
22.0,Female,Japan,Some University or equivalent,Employed,Single,0.0,0.0,high,5.940499782562256
46.0,Female,Japan,Some University or equivalent,Unemployed,Married,1.0,3.0,low,5.940499782562256
56.0,Male,Japan,Up to 12 years of school,Employed,Single,2.0,0.0,low,5.940499782562256
63.0,Male,Japan,University degree,Others,Married,1.0,0.0,low,5.940499782562256
49.0,Male,Japan,University degree,Employed,Married,2.0,0.0,low,5.940499782562256
25.0,Male,Japan,University degree,Employed,Single,2.0,0.0,low,5.940499782562256
67.0,Male,Japan,Some University or equivalent,Others,Married,2.0,0.0,low,5.940499782562256
42.0,Male,Japan,University degree,Employed,Single,3.0,0.0,low,5.940499782562256
36.0,Male,Japan,Up to 12 years of school,Employed,Married,1.0,1.0,low,5.940499782562256
51.0,Female,Japan,University degree,Unemployed,Single,2.0,0.0,high,5.940499782562256
18.0,Male,Japan,Some University or equivalent,Others,Single,0.0,0.0,low,5.940499782562256
82.0,Female,Japan,Up to 12 years of school,Unemployed,Widowed,3.0,0.0,low,5.940499782562256
47.0,Male,Japan,Up to 12 years of school,Unemployed,Married,1.0,3.0,high,5.940499782562256
35.0,Male,Japan,Some University or equivalent,Employed,Single,2.0,0.0,low,5.940499782562256
47.0,Female,Japan,Up to 12 years of school,Employed,Separated / divorced,0.0,2.0,low,5.940499782562256
46.0,Female,Japan,Up to 12 years of school,Unemployed,Married,1.0,1.0,high,5.940499782562256
50.0,Male,Japan,Some University or equivalent,Employed,Married,1.0,0.0,low,5.940499782562256
43.0,Male,Japan,University degree,Employed,Single,0.0,0.0,low,5.940499782562256
48.0,Male,Japan,Up to 12 years of school,Employed,Married,1.0,1.0,low,5.940499782562256
29.0,Female,Japan,Up to 12 years of school,Employed,Single,4.0,4.0,high,5.940499782562256
26.0,Male,Japan,Some University or equivalent,Employed,Single,2.0,0.0,high,5.940499782562256
19.0,Female,Japan,Up to 12 years of school,Others,Dating,1.0,0.0,low,5.940499782562256
57.0,Female,Japan,Up to 12 years of school,Employed,Married,3.0,0.0,low,5.940499782562256
53.0,Male,Japan,University degree,Unemployed,Single,1.0,0.0,high,5.940499782562256
40.0,Male,Japan,Up to 12 years of school,Employed,Single,3.0,0.0,low,5.940499782562256
53.0,Male,Japan,Some University or equivalent,Employed,Married,1.0,0.0,low,5.940499782562256
43.0,Female,Japan,Up to 12 years of school,Employed,Separated / divorced,3.0,0.0,low,5.940499782562256
45.0,Male,Japan,University degree,Employed,Separated / divorced,0.0,0.0,high,5.940499782562256
34.0,Male,Japan,Up to 12 years of school,Employed,Widowed,2.0,0.0,low,5.940499782562256
23.0,Male,Japan,Up to 12 years of school,Employed,Dating,0.0,0.0,high,5.940499782562256
45.0,Male,Japan,Up to 12 years of school,Employed,Married,1.0,0.0,low,5.940499782562256
45.0,Female,Japan,University degree,Employed,Single,0.0,0.0,low,5.940499782562256
58.0,Female,Japan,Up to 12 years of school,Employed,Single,0.0,0.0,low,5.940499782562256
25.0,Male,Japan,Some University or equivalent,Others,Single,0.0,0.0,high,5.940499782562256
46.0,Female,Japan,Up to 12 years of school,Employed,Married,2.0,1.0,low,5.940499782562256
35.0,Male,Japan,Some University or equivalent,Employed,Married,5.0,2.0,low,5.940499782562256
53.0,Male,Japan,Some University or equivalent,Employed,Married,3.0,1.0,low,5.940499782562256
49.0,Male,Japan,PhD / Doctorate,Employed,Married,0.0,2.0,low,5.940499782562256
52.0,Female,Japan,Up to 12 years of school,Employed,Married,1.0,0.0,low,5.940499782562256
57.0,Female,Japan,Up to 12 years of school,Employed,Separated / divorced,3.0,0.0,low,5.940499782562256
43.0,Male,Japan,Up to 12 years of school,Employed,Cohabitating,0.0,0.0,high,5.940499782562256
46.0,Female,Japan,Up to 12 years of school,Unemployed,Married,1.0,0.0,low,5.940499782562256
45.0,Male,Japan,Some University or equivalent,Employed,Married,1.0,1.0,high,5.940499782562256
37.0,Female,Japan,Up to 12 years of school,Employed,Dating,0.0,0.0,high,5.940499782562256
53.0,Female,Japan,Up to 12 years of school,Employed,Married,1.0,0.0,low,5.940499782562256
43.0,Female,Japan,Some University or equivalent,Employed,Married,1.0,2.0,low,5.940499782562256
51.0,Male,Japan,Some University or equivalent,Employed,Married,3.0,1.0,low,5.940499782562256
70.0,Female,Japan,Up to 12 years of school,Employed,Single,1.0,0.0,low,5.940499782562256
58.0,Male,Japan,University degree,Others,Separated / divorced,3.0,0.0,low,5.940499782562256
40.0,Female,Japan,Some University or equivalent,Employed,Single,3.0,0.0,low,5.940499782562256
38.0,Male,Japan,Up to 12 years of school,Employed,Dating,0.0,0.0,low,5.940499782562256
52.0,Male,Japan,Up to 12 years of school,Employed,Married,0.0,0.0,low,5.940499782562256
48.0,Male,Japan,University degree,Employed,Married,2.0,2.0,low,5.940499782562256
40.0,Male,Japan,less than 12 years of school,Unemployed,Single,0.0,0.0,high,5.940499782562256
57.0,Female,Japan,Up to 12 years of school,Employed,Separated / divorced,2.0,0.0,low,5.940499782562256
61.0,Male,Japan,Up to 12 years of school,Employed,Married,1.0,0.0,low,5.940499782562256
39.0,Female,Japan,less than 12 years of school,Unemployed,Single,1.0,0.0,high,5.940499782562256
30.0,Female,Japan,University degree,Unemployed,Single,2.0,0.0,low,5.940499782562256
50.0,Female,Japan,Up to 12 years of school,Unemployed,Married,1.0,0.0,low,5.940499782562256
47.0,Male,Japan,Some University or equivalent,Employed,Married,2.0,1.0,low,5.940499782562256
51.0,Female,Japan,less than 12 years of school,Unemployed,Separated / divorced,2.0,0.0,low,5.940499782562256
44.0,Male,Japan,University degree,Employed,Dating,3.0,0.0,low,5.940499782562256
33.0,Male,Japan,Some University or equivalent,Employed,Single,4.0,0.0,low,5.940499782562256
59.0,Female,Japan,Up to 12 years of school,Employed,Separated / divorced,1.0,0.0,low,5.940499782562256
43.0,Female,Japan,Some University or equivalent,Employed,Single,3.0,0.0,low,5.940499782562256
36.0,Male,Japan,Up to 12 years of school,Employed,Dating,2.0,0.0,low,5.940499782562256
47.0,Female,Japan,Up to 12 years of school,Employed,Single,0.0,0.0,low,5.940499782562256
47.0,Female,Japan,Up to 12 years of school,Unemployed,Married,1.0,1.0,low,5.940499782562256
57.0,Female,Japan,Up to 12 years of school,Employed,Married,1.0,0.0,high,5.940499782562256
43.0,Female,Japan,Some University or equivalent,Employed,Married,1.0,2.0,low,5.940499782562256
75.0,Female,Japan,Up to 12 years of school,Unemployed,Married,1.0,0.0,low,5.940499782562256
44.0,Female,Japan,Up to 12 years of school,Unemployed,Married,1.0,0.0,low,5.940499782562256
60.0,Male,Japan,University degree,Others,Married,0.0,0.0,low,5.940499782562256
36.0,Male,Japan,Some University or equivalent,Employed,Married,1.0,2.0,low,5.940499782562256
37.0,Female,Japan,Some University or equivalent,Unemployed,Married,2.0,3.0,low,5.940499782562256
35.0,Female,Japan,Some University or equivalent,Employed,Dating,2.0,0.0,high,5.940499782562256
34.0,Male,Japan,Up to 12 years of school,Employed,Married,1.0,1.0,low,5.940499782562256
45.0,Female,Japan,University degree,Employed,Separated / divorced,1.0,1.0,high,5.940499782562256
63.0,Male,Japan,Up to 12 years of school,Employed,Married,3.0,0.0,low,5.940499782562256
37.0,Male,Japan,University degree,Employed,Single,0.0,0.0,low,5.940499782562256
33.0,Male,Japan,Some University or equivalent,Unemployed,Single,4.0,0.0,low,5.940499782562256
45.0,Female,Japan,Up to 12 years of school,Employed,Married,1.0,0.0,high,5.940499782562256
40.0,Male,Japan,University degree,Employed,Married,1.0,1.0,low,5.940499782562256
25.0,Female,Japan,Some University or equivalent,Employed,Single,2.0,0.0,high,5.940499782562256
51.0,Female,Japan,University degree,Employed,Other or would not say,1.0,1.0,high,5.940499782562256
32.0,Male,Japan,less than 12 years of school,Employed,Married,1.0,2.0,high,5.940499782562256
26.0,Male,Japan,University degree,Employed,Single,0.0,0.0,high,5.940499782562256
37.0,Male,Japan,University degree,Employed,Married,1.0,0.0,low,5.940499782562256
49.0,Female,Japan,Up to 12 years of school,Unemployed,Single,2.0,0.0,low,5.940499782562256
49.0,Male,Japan,Up to 12 years of school,Employed,Single,3.0,0.0,low,5.940499782562256
46.0,Female,Japan,Up to 12 years of school,Unemployed,Married,1.0,1.0,low,5.940499782562256
70.0,Male,Japan,University degree,Employed,Married,2.0,0.0,low,5.940499782562256
52.0,Male,Japan,Up to 12 years of school,Employed,Single,1.0,0.0,high,5.940499782562256
40.0,Male,Japan,Up to 12 years of school,Employed,Single,0.0,0.0,low,5.940499782562256
55.0,Female,Japan,Up to 12 years of school,Employed,Separated / divorced,1.0,0.0,high,5.940499782562256
40.0,Male,Japan,University degree,Employed,Married,1.0,1.0,low,5.940499782562256
34.0,Female,Japan,Up to 12 years of school,Employed,Single,3.0,0.0,high,5.940499782562256
49.0,Female,Japan,Up to 12 years of school,Unemployed,Married,1.0,0.0,low,5.940499782562256
44.0,Female,Japan,University degree,Employed,Married,1.0,0.0,low,5.940499782562256
38.0,Female,Japan,Up to 12 years of school,Employed,Married,1.0,0.0,low,5.940499782562256
63.0,Female,Japan,Some University or equivalent,Employed,Married,2.0,0.0,low,5.940499782562256
26.0,Female,Japan,Some University or equivalent,Unemployed,Married,1.0,0.0,low,5.940499782562256
49.0,Female,Japan,Up to 12 years of school,Unemployed,Married,2.0,1.0,low,5.940499782562256
41.0,Male,Japan,University degree,Employed,Married,1.0,2.0,high,5.940499782562256
38.0,Female,Japan,Up to 12 years of school,Employed,Married,1.0,2.0,high,5.940499782562256
42.0,Male,Japan,Some University or equivalent,Employed,Single,0.0,0.0,low,5.940499782562256
47.0,Male,Japan,less than 12 years of school,Employed,Single,0.0,0.0,low,5.940499782562256
59.0,Male,Japan,Up to 12 years of school,Employed,Single,0.0,0.0,low,5.940499782562256
57.0,Male,Japan,Up to 12 years of school,Employed,Married,0.0,0.0,low,5.940499782562256
57.0,Male,Japan,University degree,Employed,Married,5.0,0.0,high,5.940499782562256
38.0,Male,Japan,PhD / Doctorate,Employed,Married,0.0,0.0,low,5.940499782562256
46.0,Male,Japan,Some University or equivalent,Employed,Married,2.0,2.0,high,5.940499782562256
42.0,Male,Japan,Up to 12 years of school,Employed,Married,1.0,2.0,high,5.940499782562256
47.0,Male,Japan,University degree,Employed,Married,1.0,2.0,low,5.940499782562256
60.0,Male,Japan,University degree,Unemployed,Married,1.0,0.0,low,5.940499782562256
37.0,Female,Japan,Up to 12 years of school,Unemployed,Married,1.0,2.0,low,5.940499782562256
44.0,Female,Japan,University degree,Unemployed,Single,3.0,0.0,low,5.940499782562256
47.0,Male,Japan,Up to 12 years of school,Employed,Married,1.0,0.0,high,5.940499782562256
34.0,Female,Japan,Up to 12 years of school,Employed,Married,0.0,0.0,low,5.940499782562256
32.0,Male,Japan,Up to 12 years of school,Employed,Married,0.0,0.0,high,5.940499782562256
48.0,Female,Japan,Up to 12 years of school,Employed,Married,2.0,0.0,low,5.940499782562256
24.0,Female,Japan,less than 12 years of school,Employed,Cohabitating,1.0,0.0,high,5.940499782562256
48.0,Female,Japan,Up to 12 years of school,Unemployed,Married,1.0,0.0,low,5.940499782562256
31.0,Male,Italy,PhD / Doctorate,Employed,Single,2.0,0.0,low,6.483099937438965
40.0,Male,Japan,University degree,Employed,Married,1.0,2.0,low,5.940499782562256
51.0,Male,Japan,University degree,Employed,Single,0.0,0.0,low,5.940499782562256
63.0,Male,Japan,University degree,Employed,Married,1.0,0.0,low,5.940499782562256
50.0,Male,Japan,less than 12 years of school,Employed,Single,0.0,0.0,high,5.940499782562256
